2024-12-04 13:42:37,009 INFO    StreamThr :1546393 [internal.py:wandb_internal():85] W&B internal server running at pid: 1546393, started at: 2024-12-04 13:42:37.003400
2024-12-04 13:42:37,010 DEBUG   HandlerThread:1546393 [handler.py:handle_request():158] handle_request: status
2024-12-04 13:42:37,011 INFO    WriterThread:1546393 [datastore.py:open_for_write():87] open: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241204_134236-ud0kx3al/run-ud0kx3al.wandb
2024-12-04 13:42:37,028 DEBUG   SenderThread:1546393 [sender.py:send():391] send: header
2024-12-04 13:42:37,051 DEBUG   SenderThread:1546393 [sender.py:send():391] send: run
2024-12-04 13:42:37,233 INFO    SenderThread:1546393 [dir_watcher.py:__init__():211] watching files in: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241204_134236-ud0kx3al/files
2024-12-04 13:42:37,233 INFO    SenderThread:1546393 [sender.py:_start_run_threads():1200] run started: ud0kx3al with start time 1733337757.004819
2024-12-04 13:42:37,244 DEBUG   HandlerThread:1546393 [handler.py:handle_request():158] handle_request: run_start
2024-12-04 13:42:37,268 DEBUG   HandlerThread:1546393 [system_info.py:__init__():26] System info init
2024-12-04 13:42:37,268 DEBUG   HandlerThread:1546393 [system_info.py:__init__():41] System info init done
2024-12-04 13:42:37,268 INFO    HandlerThread:1546393 [system_monitor.py:start():194] Starting system monitor
2024-12-04 13:42:37,268 INFO    SystemMonitor:1546393 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-04 13:42:37,268 INFO    HandlerThread:1546393 [system_monitor.py:probe():214] Collecting system info
2024-12-04 13:42:37,274 INFO    SystemMonitor:1546393 [interfaces.py:start():188] Started cpu monitoring
2024-12-04 13:42:37,276 INFO    SystemMonitor:1546393 [interfaces.py:start():188] Started disk monitoring
2024-12-04 13:42:37,277 INFO    SystemMonitor:1546393 [interfaces.py:start():188] Started gpu monitoring
2024-12-04 13:42:37,277 INFO    SystemMonitor:1546393 [interfaces.py:start():188] Started memory monitoring
2024-12-04 13:42:37,278 INFO    SystemMonitor:1546393 [interfaces.py:start():188] Started network monitoring
2024-12-04 13:42:37,294 DEBUG   HandlerThread:1546393 [system_info.py:probe():152] Probing system
2024-12-04 13:42:37,300 DEBUG   HandlerThread:1546393 [system_info.py:_probe_git():137] Probing git
2024-12-04 13:42:37,319 DEBUG   HandlerThread:1546393 [system_info.py:_probe_git():145] Probing git done
2024-12-04 13:42:37,319 DEBUG   HandlerThread:1546393 [system_info.py:probe():200] Probing system done
