2024-12-24 02:04:16,525 INFO    StreamThr :220220 [internal.py:wandb_internal():85] W&B internal server running at pid: 220220, started at: 2024-12-24 02:04:16.521078
2024-12-24 02:04:16,527 DEBUG   HandlerThread:220220 [handler.py:handle_request():158] handle_request: status
2024-12-24 02:04:16,528 INFO    WriterThread:220220 [datastore.py:open_for_write():87] open: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241224_020416-dwrqrxu2/run-dwrqrxu2.wandb
2024-12-24 02:04:16,551 DEBUG   SenderThread:220220 [sender.py:send():391] send: header
2024-12-24 02:04:16,587 DEBUG   SenderThread:220220 [sender.py:send():391] send: run
2024-12-24 02:04:16,779 INFO    SenderThread:220220 [dir_watcher.py:__init__():211] watching files in: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241224_020416-dwrqrxu2/files
2024-12-24 02:04:16,779 INFO    SenderThread:220220 [sender.py:_start_run_threads():1200] run started: dwrqrxu2 with start time 1735023856.523141
2024-12-24 02:04:16,792 DEBUG   HandlerThread:220220 [handler.py:handle_request():158] handle_request: run_start
2024-12-24 02:04:16,813 DEBUG   HandlerThread:220220 [system_info.py:__init__():26] System info init
2024-12-24 02:04:16,813 DEBUG   HandlerThread:220220 [system_info.py:__init__():41] System info init done
2024-12-24 02:04:16,813 INFO    HandlerThread:220220 [system_monitor.py:start():194] Starting system monitor
2024-12-24 02:04:16,814 INFO    SystemMonitor:220220 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-24 02:04:16,814 INFO    HandlerThread:220220 [system_monitor.py:probe():214] Collecting system info
2024-12-24 02:04:16,828 INFO    SystemMonitor:220220 [interfaces.py:start():188] Started cpu monitoring
2024-12-24 02:04:16,829 INFO    SystemMonitor:220220 [interfaces.py:start():188] Started disk monitoring
2024-12-24 02:04:16,829 INFO    SystemMonitor:220220 [interfaces.py:start():188] Started gpu monitoring
2024-12-24 02:04:16,830 INFO    SystemMonitor:220220 [interfaces.py:start():188] Started memory monitoring
2024-12-24 02:04:16,830 INFO    SystemMonitor:220220 [interfaces.py:start():188] Started network monitoring
2024-12-24 02:04:16,832 DEBUG   HandlerThread:220220 [system_info.py:probe():152] Probing system
2024-12-24 02:04:16,839 DEBUG   HandlerThread:220220 [system_info.py:_probe_git():137] Probing git
2024-12-24 02:04:16,859 DEBUG   HandlerThread:220220 [system_info.py:_probe_git():145] Probing git done
2024-12-24 02:04:16,859 DEBUG   HandlerThread:220220 [system_info.py:probe():200] Probing system done
2024-12-24 02:04:16,859 DEBUG   HandlerThread:220220 [system_monitor.py:probe():223] {'os': 'Linux-4.18.0-553.32.1.el8_10.x86_64-x86_64-with-glibc2.28', 'python': '3.9.12', 'heartbeatAt': '2024-12-24T07:04:16.832263', 'startedAt': '2024-12-24T07:04:16.465013', 'docker': None, 'cuda': None, 'args': ('--pretrained_model_name_or_path=stabilityai/stable-video-diffusion-img2vid', '--output_dir=/fs/nexus-scratch/sjxu/Model_out/model_add_ligh_2_change_HD', '--csv_path=/fs/nexus-scratch/sjxu/WebVid/blender.csv', '--video_folder=/fs/nexus-scratch/sjxu/WebVid/blender/img', '--condition_folder=/fs/nexus-scratch/sjxu/WebVid/blender/shd', '--motion_folder=/fs/nexus-scratch/sjxu/WebVid/blender/motion', '--validation_image_folder=/fs/nexus-scratch/sjxu/svd-temporal-controlnet/validation_demo/img_blender', '--validation_control_folder=/fs/nexus-scratch/sjxu/svd-temporal-controlnet/validation_demo/shd_blender', '--width=512', '--height=336', '--learning_rate=1e-4', '--per_gpu_batch_size=1', '--num_train_epochs=120', '--mixed_precision=fp16', '--gradient_accumulation_steps=8', '--checkpointing_steps=500', '--validation_steps=200', '--gradient_checkpointing', '--checkpoints_total_limit=5', '--report_to=wandb', '--sample_n_frames=6', '--num_frames=6', '--inject_lighting_direction', '--concat_depth_maps', '--multi_frame_inference'), 'state': 'running', 'program': '/fs/nexus-scratch/sjxu/svd-temporal-controlnet/train_svd_controlnet.py', 'codePathLocal': 'train_svd_controlnet.py', 'codePath': 'train_svd_controlnet.py', 'git': {'remote': 'git@github.com:jayhsu0627/SVD_ControlNet_Relight.git', 'commit': '7496986edaf6d680618998b75fa85462fe15f82a'}, 'email': 'jayhsu0627@gmail.com', 'root': '/fs/nexus-scratch/sjxu/svd-temporal-controlnet', 'host': 'tron47.umiacs.umd.edu', 'username': 'sjxu', 'executable': '/fs/nexus-scratch/sjxu/miniconda3/envs/svd_control/bin/python', 'cpu_count': 48, 'cpu_count_logical': 48, 'cpu_freq': {'current': 2317.637041666667, 'min': 1500.0, 'max': 2300.0}, 'cpu_freq_per_core': [{'current': 3146.578, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}, {'current': 2300.0, 'min': 1500.0, 'max': 2300.0}], 'disk': {'/': {'total': 39.043426513671875, 'used': 14.017257690429688}}, 'gpu': 'NVIDIA RTX A5000', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA RTX A5000', 'memory_total': 25757220864}], 'memory': {'total': 251.24997329711914}}
2024-12-24 02:04:16,859 INFO    HandlerThread:220220 [system_monitor.py:probe():224] Finished collecting system info
2024-12-24 02:04:16,859 INFO    HandlerThread:220220 [system_monitor.py:probe():227] Publishing system info
2024-12-24 02:04:16,860 DEBUG   HandlerThread:220220 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-12-24 02:04:17,803 INFO    Thread-12 :220220 [dir_watcher.py:_on_file_created():271] file/dir created: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241224_020416-dwrqrxu2/files/conda-environment.yaml
2024-12-24 02:04:19,451 DEBUG   HandlerThread:220220 [system_info.py:_save_conda():224] Saving conda packages done
2024-12-24 02:04:19,456 INFO    HandlerThread:220220 [system_monitor.py:probe():229] Finished publishing system info
2024-12-24 02:04:19,460 DEBUG   SenderThread:220220 [sender.py:send():391] send: files
2024-12-24 02:04:19,460 INFO    SenderThread:220220 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-12-24 02:04:19,632 DEBUG   HandlerThread:220220 [handler.py:handle_request():158] handle_request: python_packages
2024-12-24 02:04:19,632 DEBUG   SenderThread:220220 [sender.py:send_request():418] send_request: python_packages
2024-12-24 02:04:19,632 DEBUG   HandlerThread:220220 [handler.py:handle_request():158] handle_request: stop_status
2024-12-24 02:04:19,633 DEBUG   HandlerThread:220220 [handler.py:handle_request():158] handle_request: internal_messages
2024-12-24 02:04:19,636 DEBUG   SenderThread:220220 [sender.py:send_request():418] send_request: stop_status
2024-12-24 02:04:19,698 INFO    wandb-upload_0:220220 [upload_job.py:push():130] Uploaded file /tmp/tmp2o2472lvwandb/g4kscfd6-wandb-metadata.json
2024-12-24 02:04:19,765 DEBUG   SenderThread:220220 [sender.py:send():391] send: telemetry
2024-12-24 02:04:19,765 DEBUG   SenderThread:220220 [sender.py:send():391] send: config
2024-12-24 02:04:19,815 INFO    Thread-12 :220220 [dir_watcher.py:_on_file_modified():288] file/dir modified: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241224_020416-dwrqrxu2/files/conda-environment.yaml
2024-12-24 02:04:19,815 INFO    Thread-12 :220220 [dir_watcher.py:_on_file_created():271] file/dir created: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241224_020416-dwrqrxu2/files/output.log
2024-12-24 02:04:19,815 INFO    Thread-12 :220220 [dir_watcher.py:_on_file_created():271] file/dir created: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241224_020416-dwrqrxu2/files/wandb-metadata.json
2024-12-24 02:04:19,815 INFO    Thread-12 :220220 [dir_watcher.py:_on_file_created():271] file/dir created: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241224_020416-dwrqrxu2/files/requirements.txt
2024-12-24 02:04:22,063 DEBUG   HandlerThread:220220 [handler.py:handle_request():158] handle_request: status_report
2024-12-24 02:04:23,836 INFO    Thread-12 :220220 [dir_watcher.py:_on_file_modified():288] file/dir modified: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241224_020416-dwrqrxu2/files/output.log
2024-12-24 02:04:27,487 DEBUG   HandlerThread:220220 [handler.py:handle_request():158] handle_request: status_report
2024-12-24 02:04:29,634 DEBUG   HandlerThread:220220 [handler.py:handle_request():158] handle_request: internal_messages
2024-12-24 02:04:29,904 INFO    Thread-12 :220220 [dir_watcher.py:_on_file_modified():288] file/dir modified: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241224_020416-dwrqrxu2/files/output.log
2024-12-24 02:04:30,298 DEBUG   SenderThread:220220 [sender.py:send():391] send: exit
2024-12-24 02:04:30,298 INFO    SenderThread:220220 [sender.py:send_exit():598] handling exit code: 1
2024-12-24 02:04:30,299 INFO    SenderThread:220220 [sender.py:send_exit():600] handling runtime: 13
2024-12-24 02:04:30,302 INFO    SenderThread:220220 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-12-24 02:04:30,302 INFO    SenderThread:220220 [sender.py:send_exit():606] send defer
2024-12-24 02:04:30,302 DEBUG   HandlerThread:220220 [handler.py:handle_request():158] handle_request: defer
2024-12-24 02:04:30,302 INFO    HandlerThread:220220 [handler.py:handle_request_defer():184] handle defer: 0
2024-12-24 02:04:30,302 DEBUG   SenderThread:220220 [sender.py:send_request():418] send_request: defer
2024-12-24 02:04:30,302 INFO    SenderThread:220220 [sender.py:send_request_defer():622] handle sender defer: 0
2024-12-24 02:04:30,302 INFO    SenderThread:220220 [sender.py:transition_state():626] send defer: 1
2024-12-24 02:04:30,302 DEBUG   HandlerThread:220220 [handler.py:handle_request():158] handle_request: defer
2024-12-24 02:04:30,302 INFO    HandlerThread:220220 [handler.py:handle_request_defer():184] handle defer: 1
2024-12-24 02:04:30,302 DEBUG   SenderThread:220220 [sender.py:send_request():418] send_request: defer
2024-12-24 02:04:30,302 INFO    SenderThread:220220 [sender.py:send_request_defer():622] handle sender defer: 1
2024-12-24 02:04:30,302 INFO    SenderThread:220220 [sender.py:transition_state():626] send defer: 2
2024-12-24 02:04:30,303 DEBUG   HandlerThread:220220 [handler.py:handle_request():158] handle_request: defer
2024-12-24 02:04:30,303 INFO    HandlerThread:220220 [handler.py:handle_request_defer():184] handle defer: 2
2024-12-24 02:04:30,303 INFO    HandlerThread:220220 [system_monitor.py:finish():203] Stopping system monitor
2024-12-24 02:04:30,303 DEBUG   SystemMonitor:220220 [system_monitor.py:_start():172] Starting system metrics aggregation loop
