2024-12-24 01:30:12,290 INFO    StreamThr :216415 [internal.py:wandb_internal():85] W&B internal server running at pid: 216415, started at: 2024-12-24 01:30:12.287882
2024-12-24 01:30:12,291 DEBUG   HandlerThread:216415 [handler.py:handle_request():158] handle_request: status
2024-12-24 01:30:12,297 INFO    WriterThread:216415 [datastore.py:open_for_write():87] open: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241224_013012-nmdwgwlx/run-nmdwgwlx.wandb
2024-12-24 01:30:12,300 DEBUG   SenderThread:216415 [sender.py:send():391] send: header
2024-12-24 01:30:12,381 DEBUG   SenderThread:216415 [sender.py:send():391] send: run
2024-12-24 01:30:12,551 INFO    SenderThread:216415 [dir_watcher.py:__init__():211] watching files in: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241224_013012-nmdwgwlx/files
2024-12-24 01:30:12,551 INFO    SenderThread:216415 [sender.py:_start_run_threads():1200] run started: nmdwgwlx with start time 1735021812.295794
2024-12-24 01:30:12,561 DEBUG   HandlerThread:216415 [handler.py:handle_request():158] handle_request: run_start
2024-12-24 01:30:12,583 DEBUG   HandlerThread:216415 [system_info.py:__init__():26] System info init
2024-12-24 01:30:12,583 DEBUG   HandlerThread:216415 [system_info.py:__init__():41] System info init done
2024-12-24 01:30:12,583 INFO    HandlerThread:216415 [system_monitor.py:start():194] Starting system monitor
2024-12-24 01:30:12,583 INFO    SystemMonitor:216415 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-24 01:30:12,583 INFO    HandlerThread:216415 [system_monitor.py:probe():214] Collecting system info
2024-12-24 01:30:12,597 INFO    SystemMonitor:216415 [interfaces.py:start():188] Started cpu monitoring
2024-12-24 01:30:12,598 INFO    SystemMonitor:216415 [interfaces.py:start():188] Started disk monitoring
2024-12-24 01:30:12,599 INFO    SystemMonitor:216415 [interfaces.py:start():188] Started gpu monitoring
2024-12-24 01:30:12,599 INFO    SystemMonitor:216415 [interfaces.py:start():188] Started memory monitoring
2024-12-24 01:30:12,600 INFO    SystemMonitor:216415 [interfaces.py:start():188] Started network monitoring
2024-12-24 01:30:12,601 DEBUG   HandlerThread:216415 [system_info.py:probe():152] Probing system
2024-12-24 01:30:12,609 DEBUG   HandlerThread:216415 [system_info.py:_probe_git():137] Probing git
2024-12-24 01:30:12,628 DEBUG   HandlerThread:216415 [system_info.py:_probe_git():145] Probing git done
2024-12-24 01:30:12,628 DEBUG   HandlerThread:216415 [system_info.py:probe():200] Probing system done
