2024-12-04 13:33:44,088 INFO    StreamThr :1530763 [internal.py:wandb_internal():85] W&B internal server running at pid: 1530763, started at: 2024-12-04 13:33:44.082900
2024-12-04 13:33:44,090 DEBUG   HandlerThread:1530763 [handler.py:handle_request():158] handle_request: status
2024-12-04 13:33:44,092 INFO    WriterThread:1530763 [datastore.py:open_for_write():87] open: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241204_133344-z6tx70ul/run-z6tx70ul.wandb
2024-12-04 13:33:44,104 DEBUG   SenderThread:1530763 [sender.py:send():391] send: header
2024-12-04 13:33:44,132 DEBUG   SenderThread:1530763 [sender.py:send():391] send: run
2024-12-04 13:33:44,774 INFO    SenderThread:1530763 [dir_watcher.py:__init__():211] watching files in: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241204_133344-z6tx70ul/files
2024-12-04 13:33:44,774 INFO    SenderThread:1530763 [sender.py:_start_run_threads():1200] run started: z6tx70ul with start time 1733337224.084717
2024-12-04 13:33:44,785 DEBUG   HandlerThread:1530763 [handler.py:handle_request():158] handle_request: run_start
2024-12-04 13:33:44,810 DEBUG   HandlerThread:1530763 [system_info.py:__init__():26] System info init
2024-12-04 13:33:44,810 DEBUG   HandlerThread:1530763 [system_info.py:__init__():41] System info init done
2024-12-04 13:33:44,810 INFO    HandlerThread:1530763 [system_monitor.py:start():194] Starting system monitor
2024-12-04 13:33:44,811 INFO    SystemMonitor:1530763 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-04 13:33:44,811 INFO    HandlerThread:1530763 [system_monitor.py:probe():214] Collecting system info
2024-12-04 13:33:44,826 INFO    SystemMonitor:1530763 [interfaces.py:start():188] Started cpu monitoring
2024-12-04 13:33:44,828 INFO    SystemMonitor:1530763 [interfaces.py:start():188] Started disk monitoring
2024-12-04 13:33:44,828 INFO    SystemMonitor:1530763 [interfaces.py:start():188] Started gpu monitoring
