2024-12-04 13:32:09,265 INFO    StreamThr :1530168 [internal.py:wandb_internal():85] W&B internal server running at pid: 1530168, started at: 2024-12-04 13:32:09.260609
2024-12-04 13:32:09,267 DEBUG   HandlerThread:1530168 [handler.py:handle_request():158] handle_request: status
2024-12-04 13:32:09,268 INFO    WriterThread:1530168 [datastore.py:open_for_write():87] open: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241204_133209-e6fwei10/run-e6fwei10.wandb
2024-12-04 13:32:09,281 DEBUG   SenderThread:1530168 [sender.py:send():391] send: header
2024-12-04 13:32:09,304 DEBUG   SenderThread:1530168 [sender.py:send():391] send: run
2024-12-04 13:32:09,474 INFO    SenderThread:1530168 [dir_watcher.py:__init__():211] watching files in: /fs/nexus-scratch/sjxu/svd-temporal-controlnet/wandb/run-20241204_133209-e6fwei10/files
2024-12-04 13:32:09,474 INFO    SenderThread:1530168 [sender.py:_start_run_threads():1200] run started: e6fwei10 with start time 1733337129.262406
2024-12-04 13:32:09,485 DEBUG   HandlerThread:1530168 [handler.py:handle_request():158] handle_request: run_start
2024-12-04 13:32:09,508 DEBUG   HandlerThread:1530168 [system_info.py:__init__():26] System info init
2024-12-04 13:32:09,509 DEBUG   HandlerThread:1530168 [system_info.py:__init__():41] System info init done
2024-12-04 13:32:09,509 INFO    HandlerThread:1530168 [system_monitor.py:start():194] Starting system monitor
2024-12-04 13:32:09,509 INFO    SystemMonitor:1530168 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-04 13:32:09,509 INFO    HandlerThread:1530168 [system_monitor.py:probe():214] Collecting system info
2024-12-04 13:32:09,525 INFO    SystemMonitor:1530168 [interfaces.py:start():188] Started cpu monitoring
2024-12-04 13:32:09,526 INFO    SystemMonitor:1530168 [interfaces.py:start():188] Started disk monitoring
2024-12-04 13:32:09,526 INFO    SystemMonitor:1530168 [interfaces.py:start():188] Started gpu monitoring
2024-12-04 13:32:09,527 INFO    SystemMonitor:1530168 [interfaces.py:start():188] Started memory monitoring
2024-12-04 13:32:09,527 INFO    SystemMonitor:1530168 [interfaces.py:start():188] Started network monitoring
2024-12-04 13:32:09,529 DEBUG   HandlerThread:1530168 [system_info.py:probe():152] Probing system
2024-12-04 13:32:09,537 DEBUG   HandlerThread:1530168 [system_info.py:_probe_git():137] Probing git
2024-12-04 13:32:09,556 DEBUG   HandlerThread:1530168 [system_info.py:_probe_git():145] Probing git done
2024-12-04 13:32:09,557 DEBUG   HandlerThread:1530168 [system_info.py:probe():200] Probing system done
